2 	0.00041064500001084523 	0.0010467618477896581
4 	0.0001625653000701277  	5.869787404954675e-05
8 	0.0002329482000277494 		2.0856667959705398e-05 
16	0.0005800605000331416 		0.00015750598663067378 
32	0.0010646675002135453  	9.834163701536125e-05
64 	0.0021999719998348154  	0.00015993857597299007 
128 	0.004629416200168634 		4.259312863119057e-05 
256 	0.010245481400033896 		0.0001005938536301305 
512 	0.02230287180009327 		0.00031327570333500424
1024 	0.047172959499766874 		0.0007432197061259509 
2048 	0.10659039850006594 		0.0087655697552925 
4096 	0.2366943951000394 		0.017638536812417473
8192 	0.48730179309995947 		0.03411094753141976 
16384 	1.0264710055999786 		0.03322173797039719 
65536 	4.562282113999845 		0.19401084234808288
131072  9.607307113000115 		0.25822360335246625 
262144  19.811323657600134 		0.4137360866685898 
524288  43.526238708100024 		1.2957055359545409 
1048576 89.50924947950007		3.611458089156712

