1024		0.00037031449996902663		0.0003360625745251622
2048		0.00039330439999503143		0.0000549584962002617
4096		0.0005838845999733167		0.000028279762298662
8192		0.000996049400055199		0.0000193799255575237
16384		0.0017965203000585462		0.0000638151280142091
32768		0.009251793700013878		0.00010934509003745456
65536		0.01931392230003439		0.0006604803157864763
131072		0.04263230810006462		0.0019725422730663194
262144		0.09390219590000015		0.005217572236558978
524288		0.16233227770007944		0.005390355898752742
1048576	0.2863475087000552		0.012867395923297893
2097152	0.703974573799951		0.026872773602171898
4194304	1.2565692351999587		0.05752892342869337
8388608	2.43117686150008		0.06658766287357518
16777216	5.200203602299962		0.23986044154983005

